t,p_ref,,pulse,p_ref1
5.639000016,0.024381689,,5,0.024381689
5.64,0.024270076,,5,0.024270076
5.641000024,0.024159306,,5,0.024159306
5.642000008,0.024049378,,5,0.024049378
5.643000032,0.023940292,,5,0.023940292
5.644000016,0.023832049,,5,0.023832049
5.645,0.023724648,,5,0.023724648
5.646000024,0.02361809,,5,0.02361809
5.647000008,0.023512373,,5,0.023512373
5.648000032,0.0234075,,5,0.0234075
5.649000016,0.023303468,,5,0.023303468
5.65,0.023200279,,5,0.023200279
5.651000024,0.023097932,,5,0.023097932
5.652000008,0.022996428,,5,0.022996428
5.653000032,0.022895766,,5,0.022895766
5.654000016,0.022795946,,5,0.022795946
5.655,0.022696969,,5,0.022696969
5.656000024,0.022598834,,5,0.022598834
5.657000008,0.022501541,,5,0.022501541
5.658000032,0.022405091,,5,0.022405091
5.659000016,0.022309483,,5,0.022309483
5.66,0.022214718,,5,0.022214718
5.661000024,0.022120795,,5,0.022120795
5.662000008,0.022027714,,5,0.022027714
5.663000032,0.021935476,,5,0.021935476
5.664000016,0.02184408,,5,0.02184408
5.665,0.021753526,,5,0.021753526
5.666000024,0.021663814,,5,0.021663814
5.667000008,0.021574945,,5,0.021574945
5.668000032,0.021486919,,5,0.021486919
5.669000016,0.021399735,,5,0.021399735
5.67,0.021313393,,5,0.021313393
5.671000024,0.021227893,,5,0.021227893
5.672000008,0.021143236,,5,0.021143236
5.673000032,0.021059421,,5,0.021059421
5.674000016,0.020976449,,5,0.020976449
5.675,0.020894319,,5,0.020894319
5.676000024,0.020813031,,5,0.020813031
5.677000008,0.020732585,,5,0.020732585
5.678000032,0.020652982,,5,0.020652982
5.679000016,0.020574222,,5,0.020574222
5.68,0.020496304,,5,0.020496304
5.681000024,0.020419228,,5,0.020419228
5.682000008,0.020342994,,5,0.020342994
5.682999992,0.020267603,,5,0.020267603
5.684000016,0.020193054,,5,0.020193054
5.685,0.020119347,,5,0.020119347
5.686000024,0.020046483,,5,0.020046483
5.687000008,0.019974461,,5,0.019974461
5.688000032,0.019903282,,5,0.019903282
5.689000016,0.019832945,,5,0.019832945
5.69,0.01976345,,5,0.01976345
5.691000024,0.019694798,,5,0.019694798
5.692000008,0.019626988,,5,0.019626988
5.693000032,0.01956002,,5,0.01956002
5.694000016,0.019493895,,5,0.019493895
5.695,0.019428612,,5,0.019428612
5.696000024,0.019364172,,5,0.019364172
5.697000008,0.019300573,,5,0.019300573
5.698000032,0.019237818,,5,0.019237818
5.699000016,0.019175904,,5,0.019175904
5.7,0.019114833,,5,0.019114833
5.701000024,0.019054604,,5,0.019054604
5.702000008,0.018995218,,5,0.018995218
5.703000032,0.018936674,,5,0.018936674
5.704000016,0.018878972,,5,0.018878972
5.705,0.018822113,,5,0.018822113
5.706000024,0.018766096,,5,0.018766096
5.707000008,0.018710921,,5,0.018710921
5.708000032,0.018656589,,5,0.018656589
5.709000016,0.018603099,,5,0.018603099
5.71,0.018550452,,5,0.018550452
5.711000024,0.018498647,,5,0.018498647
5.712000008,0.018447684,,5,0.018447684
5.712999992,0.018397564,,5,0.018397564
5.714000016,0.018348286,,5,0.018348286
5.715,0.01829985,,5,0.01829985
5.716000024,0.018252256,,5,0.018252256
5.717000008,0.018205505,,5,0.018205505
5.718000032,0.018159597,,5,0.018159597
5.719000016,0.018114531,,5,0.018114531
5.72,0.018070307,,5,0.018070307
5.721000024,0.018026925,,5,0.018026925
5.722000008,0.017984386,,5,0.017984386
5.723000032,0.017942689,,5,0.017942689
5.724000016,0.017901835,,5,0.017901835
5.725,0.017861823,,5,0.017861823
5.726000024,0.017822653,,5,0.017822653
5.727000008,0.017784325,,5,0.017784325
5.728000032,0.01774684,,5,0.01774684
5.729000016,0.017710198,,5,0.017710198
5.73,0.017674398,,5,0.017674398
5.731000024,0.01763944,,5,0.01763944
5.732000008,0.017605324,,5,0.017605324
5.733000032,0.017572051,,5,0.017572051
5.734000016,0.01753962,,5,0.01753962
5.735,0.017508031,,5,0.017508031
5.736000024,0.017477285,,5,0.017477285
5.737000008,0.017447381,,5,0.017447381
5.738000032,0.01741832,,5,0.01741832
5.739000016,0.017390101,,5,0.017390101
5.74,0.017362724,,5,0.017362724
5.741000024,0.01733619,,5,0.01733619
5.742000008,0.017310498,,5,0.017310498
5.743000032,0.017285648,,5,0.017285648
5.744000016,0.017261641,,5,0.017261641
5.745,0.017238476,,5,0.017238476
5.746000024,0.017216154,,5,0.017216154
5.747000008,0.017194673,,5,0.017194673
5.748000032,0.017174036,,5,0.017174036
5.749000016,0.01715424,,5,0.01715424
5.75,0.017135287,,5,0.017135287
5.751000024,0.017117176,,5,0.017117176
5.752000008,0.017099908,,5,0.017099908
5.753000032,0.017083482,,5,0.017083482
5.754000016,0.017067898,,5,0.017067898
5.755,0.017053157,,5,0.017053157
5.756000024,0.017039258,,5,0.017039258
5.757000008,0.017026201,,5,0.017026201
5.758000032,0.017013987,,5,0.017013987
5.759000016,0.017002615,,5,0.017002615
5.76,0.016992086,,5,0.016992086
5.761000024,0.016982399,,5,0.016982399
5.762000008,0.016973554,,5,0.016973554
5.763000032,0.016965552,,5,0.016965552
5.764000016,0.016958392,,5,0.016958392
5.765,0.016952074,,5,0.016952074
5.766000024,0.016946598,,5,0.016946598
5.767000008,0.016941965,,5,0.016941965
5.768000032,0.016938175,,5,0.016938175
5.769000016,0.016935227,,5,0.016935227
5.77,0.016933121,,5,0.016933121
5.771000024,0.016931857,,5,0.016931857
5.772000008,0.016931436,,5,0.016931436
5.773000032,0.016931015,,5,0.016931015
5.774000016,0.016929751,,5,0.016929751
5.775,0.016927645,,5,0.016927645
5.776000024,0.016924697,,5,0.016924697
5.777000008,0.016920906,,5,0.016920906
5.778000032,0.016916274,,5,0.016916274
5.779000016,0.016910798,,5,0.016910798
5.78,0.01690448,,5,0.01690448
5.781000024,0.01689732,,5,0.01689732
5.782000008,0.016889318,,5,0.016889318
5.783000032,0.016880473,,5,0.016880473
5.784000016,0.016870786,,5,0.016870786
5.785,0.016860257,,5,0.016860257
5.786000024,0.016848885,,5,0.016848885
5.787000008,0.01683667,,5,0.01683667
5.788000032,0.016823614,,5,0.016823614
5.789000016,0.016809715,,5,0.016809715
5.79,0.016794974,,5,0.016794974
5.791000024,0.01677939,,5,0.01677939
5.792000008,0.016762964,,5,0.016762964
5.793000032,0.016745696,,5,0.016745696
5.794000016,0.016727585,,5,0.016727585
5.795,0.016708632,,5,0.016708632
5.796000024,0.016688836,,5,0.016688836
5.797000008,0.016668198,,5,0.016668198
5.798000032,0.016646718,,5,0.016646718
5.799000016,0.016624396,,5,0.016624396
5.8,0.016601231,,5,0.016601231
5.801000024,0.016577224,,5,0.016577224
5.802000008,0.016552374,,5,0.016552374
5.803000032,0.016526682,,5,0.016526682
5.804000016,0.016500148,,5,0.016500148
5.805,0.016472771,,5,0.016472771
5.806000024,0.016444552,,5,0.016444552
5.807000008,0.01641549,,5,0.01641549
5.807999992,0.016385587,,5,0.016385587
5.809000016,0.016354841,,5,0.016354841
5.81,0.016323252,,5,0.016323252
5.811000024,0.016290821,,5,0.016290821
5.812000008,0.016257548,,5,0.016257548
5.813000032,0.016223432,,5,0.016223432
5.814000016,0.016188474,,5,0.016188474
5.815,0.016152674,,5,0.016152674
5.816000024,0.016116032,,5,0.016116032
5.817000008,0.016078546,,5,0.016078546
5.818000032,0.016040219,,5,0.016040219
5.819000016,0.016001049,,5,0.016001049
5.82,0.015961037,,5,0.015961037
5.821000024,0.015920183,,5,0.015920183
5.822000008,0.015878486,,5,0.015878486
5.823000032,0.015836368,,5,0.015836368
5.824000016,0.01579425,,5,0.01579425
5.825,0.015752132,,5,0.015752132
5.826000024,0.015710014,,5,0.015710014
5.827000008,0.015667896,,5,0.015667896
5.828000032,0.015625778,,5,0.015625778
5.829000016,0.01558366,,5,0.01558366
5.83,0.015541542,,5,0.015541542
5.831000024,0.015499424,,5,0.015499424
5.832000008,0.015457306,,5,0.015457306
5.833000032,0.015415188,,5,0.015415188
5.834000016,0.01537307,,5,0.01537307
5.835,0.015330952,,5,0.015330952
5.836000024,0.015288834,,5,0.015288834
5.837000008,0.015246716,,5,0.015246716
5.837999992,0.015204598,,5,0.015204598
5.839000016,0.01516248,,5,0.01516248
5.84,0.015120362,,5,0.015120362
5.841000024,0.015078244,,5,0.015078244
5.842000008,0.015036126,,5,0.015036126
5.843000032,0.014994008,,5,0.014994008
5.844000016,0.01495189,,0,0.01495189
5.845,0.014909772,,0,0.014909772
5.846000024,0.014867654,,0,0.014867654
5.847000008,0.014825536,,0,0.014825536
5.848000032,0.014783418,,0,0.014783418
5.849000016,0.0147413,,0,0.0147413
5.85,0.014699182,,0,0.014699182
5.851000024,0.014657064,,0,0.014657064
5.852000008,0.014614946,,0,0.014614946
5.853000032,0.014572828,,0,0.014572828
5.854000016,0.01453071,,0,0.01453071
5.855,0.014488592,,0,0.014488592
5.856000024,0.014446474,,0,0.014446474
5.857000008,0.014404356,,0,0.014404356
5.858000032,0.014362238,,0,0.014362238
5.859000016,0.01432012,,0,0.01432012
5.86,0.014278002,,0,0.014278002
5.861000024,0.014235884,,0,0.014235884
5.862000008,0.014193766,,0,0.014193766
5.863000032,0.014151648,,0,0.014151648
5.864000016,0.01410953,,0,0.01410953
5.865,0.014067412,,0,0.014067412
5.866000024,0.014025294,,0,0.014025294
5.867000008,0.013983176,,0,0.013983176
5.868000032,0.013941058,,0,0.013941058
5.869000016,0.01389894,,0,0.01389894
5.87,0.013856822,,0,0.013856822
5.871000024,0.013814704,,0,0.013814704
5.872000008,0.013772586,,0,0.013772586
5.873000032,0.013730468,,0,0.013730468
5.874000016,0.01368835,,0,0.01368835
5.875,0.013646232,,0,0.013646232
5.876000024,0.013604114,,0,0.013604114
5.877000008,0.013561996,,0,0.013561996
5.878000032,0.013519878,,0,0.013519878
5.879000016,0.01347776,,0,0.01347776
5.88,0.013435642,,0,0.013435642
5.881000024,0.013393524,,0,0.013393524
5.882000008,0.013351406,,0,0.013351406
5.883000032,0.013309288,,0,0.013309288
5.884000016,0.01326717,,0,0.01326717
5.885,0.013225052,,0,0.013225052
5.886000024,0.013182934,,0,0.013182934
5.887000008,0.013140816,,0,0.013140816
5.888000032,0.013098698,,0,0.013098698
5.889000016,0.01305658,,0,0.01305658
5.89,0.013014462,,0,0.013014462
5.891000024,0.012972344,,0,0.012972344
5.892000008,0.012930226,,0,0.012930226
5.893000032,0.012888108,,0,0.012888108
5.894000016,0.01284599,,0,0.01284599
5.895,0.012803872,,0,0.012803872
5.896000024,0.012761754,,0,0.012761754
5.897000008,0.012719636,,0,0.012719636
5.898000032,0.012677518,,0,0.012677518
5.899000016,0.0126354,,0,0.0126354
5.9,0.012593282,,0,0.012593282
5.901000024,0.012551164,,0,0.012551164
5.902000008,0.012509046,,0,0.012509046
5.903000032,0.012466928,,0,0.012466928
5.904000016,0.01242481,,0,0.01242481
5.905,0.012382692,,0,0.012382692
5.906000024,0.012340574,,0,0.012340574
5.907000008,0.012298456,,0,0.012298456
5.908000032,0.012256338,,0,0.012256338
5.909000016,0.01221422,,0,0.01221422
5.91,0.012172102,,0,0.012172102
5.911000024,0.012129984,,0,0.012129984
5.912000008,0.012087866,,0,0.012087866
5.913000032,0.012045748,,0,0.012045748
5.914000016,0.01200363,,0,0.01200363
5.915,0.011961512,,0,0.011961512
5.916000024,0.011919394,,0,0.011919394
5.917000008,0.011877276,,0,0.011877276
5.918000032,0.011835158,,0,0.011835158
5.919000016,0.01179304,,0,0.01179304
5.92,0.011750922,,0,0.011750922
5.921000024,0.011708804,,0,0.011708804
5.922000008,0.011666686,,0,0.011666686
5.923000032,0.011624568,,0,0.011624568
5.924000016,0.01158245,,0,0.01158245
5.925,0.011540332,,0,0.011540332
5.926000024,0.011498214,,0,0.011498214
5.927000008,0.011456096,,0,0.011456096
5.928000032,0.011413978,,0,0.011413978
5.929000016,0.01137186,,0,0.01137186
5.93,0.011329742,,0,0.011329742
5.931000024,0.011287624,,0,0.011287624
5.932000008,0.011245506,,0,0.011245506
5.932999992,0.011203388,,0,0.011203388
5.934000016,0.01116127,,0,0.01116127
5.935,0.011119152,,0,0.011119152
5.936000024,0.011077034,,0,0.011077034
5.937000008,0.011034916,,0,0.011034916
5.938000032,0.010992798,,0,0.010992798
5.939000016,0.01095068,,0,0.01095068
5.94,0.010908562,,0,0.010908562
5.941000024,0.010866444,,0,0.010866444
5.942000008,0.010824326,,0,0.010824326
5.943000032,0.010782208,,0,0.010782208
5.944000016,0.01074009,,0,0.01074009
5.945,0.010697972,,0,0.010697972
5.946000024,0.010655854,,0,0.010655854
5.947000008,0.010613736,,0,0.010613736
5.948000032,0.010571618,,0,0.010571618
5.949000016,0.0105295,,0,0.0105295
5.95,0.010487382,,0,0.010487382
5.951000024,0.010445264,,0,0.010445264
5.952000008,0.010403146,,0,0.010403146
5.953000032,0.010361028,,0,0.010361028
5.954000016,0.01031891,,0,0.01031891
5.955,0.010276792,,0,0.010276792
5.956000024,0.010234674,,0,0.010234674
5.957000008,0.010192556,,0,0.010192556
5.958000032,0.010150438,,0,0.010150438
5.959000016,0.01010832,,0,0.01010832
5.96,0.010066202,,0,0.010066202
5.961000024,0.010024084,,0,0.010024084
5.962000008,0.009981966,,0,0.009981966
5.962999992,0.009939848,,0,0.009939848
5.964000016,0.00989773,,0,0.00989773
5.965,0.009855612,,0,0.009855612
5.966000024,0.009813494,,0,0.009813494
5.967000008,0.009771376,,0,0.009771376
5.968000032,0.009729258,,0,0.009729258
5.969000016,0.00968714,,0,0.00968714
5.97,0.009645022,,0,0.009645022
5.971000024,0.009602904,,0,0.009602904
5.972000008,0.009560786,,0,0.009560786
5.973000032,0.009518668,,0,0.009518668
5.974000016,0.00947655,,0,0.00947655
5.975,0.009434432,,0,0.009434432
5.976000024,0.009392314,,0,0.009392314
5.977000008,0.009350196,,0,0.009350196
5.978000032,0.009308078,,0,0.009308078
5.979000016,0.00926596,,0,0.00926596
5.98,0.009223842,,0,0.009223842
5.981000024,0.009181724,,0,0.009181724
5.982000008,0.009139606,,0,0.009139606
5.983000032,0.009097488,,0,0.009097488
5.984000016,0.00905537,,0,0.00905537
5.985,0.009013252,,0,0.009013252
5.986000024,0.008971134,,0,0.008971134
5.987000008,0.008929016,,0,0.008929016
5.988000032,0.008886898,,0,0.008886898
5.989000016,0.00884478,,0,0.00884478
5.99,0.008802662,,0,0.008802662
5.991000024,0.008760544,,0,0.008760544
5.992000008,0.008718426,,0,0.008718426
5.993000032,0.008676308,,0,0.008676308
5.994000016,0.00863419,,0,0.00863419
5.995,0.008592072,,0,0.008592072
5.996000024,0.008549954,,0,0.008549954
5.997000008,0.008507836,,0,0.008507836
5.998000032,0.008465718,,0,0.008465718
5.999000016,0.0084236,,0,0.0084236
6,0.008381482,,0,0.008381482
6.001000024,0.008339364,,0,0.008339364
6.002000008,0.008297246,,0,0.008297246
6.003000032,0.008255128,,0,0.008255128
6.004000016,0.00821301,,0,0.00821301
6.005,0.008170892,,0,0.008170892
6.006000024,0.008128774,,0,0.008128774
6.007000008,0.008086656,,0,0.008086656
6.008000032,0.008044538,,0,0.008044538
6.009000016,0.00800242,,0,0.00800242
6.01,0.007960302,,0,0.007960302
6.011000024,0.007918184,,0,0.007918184
6.012000008,0.007876066,,0,0.007876066
6.013000032,0.007833948,,0,0.007833948
6.014000016,0.00779183,,0,0.00779183
6.015,0.007749712,,0,0.007749712
6.016000024,0.007707594,,0,0.007707594
6.017000008,0.007665476,,0,0.007665476
6.018000032,0.007623358,,0,0.007623358
6.019000016,0.00758124,,0,0.00758124
6.02,0.007539122,,0,0.007539122
6.021000024,0.007497004,,0,0.007497004
6.022000008,0.007454886,,0,0.007454886
6.023000032,0.007412768,,0,0.007412768
6.024000016,0.00737065,,0,0.00737065
6.025,0.007328532,,0,0.007328532
6.026000024,0.007286414,,0,0.007286414
6.027000008,0.007244296,,0,0.007244296
6.028000032,0.007202178,,0,0.007202178
6.029000016,0.00716006,,0,0.00716006
6.03,0.007117942,,0,0.007117942
6.031000024,0.007075824,,0,0.007075824
6.032000008,0.007033706,,0,0.007033706
6.033000032,0.006991588,,0,0.006991588
6.034000016,0.00694947,,0,0.00694947
6.035,0.006907352,,0,0.006907352
6.036000024,0.006865234,,0,0.006865234
6.037000008,0.006823116,,0,0.006823116
6.038000032,0.006780998,,0,0.006780998
6.039000016,0.00673888,,0,0.00673888
6.04,0.006696762,,0,0.006696762
6.041000024,0.006654644,,0,0.006654644
6.042000008,0.006612526,,0,0.006612526
6.043000032,0.006570408,,0,0.006570408
6.044000016,0.00652829,,0,0.00652829
6.045,0.006486172,,0,0.006486172
6.046000024,0.006444054,,0,0.006444054
6.047000008,0.006401936,,0,0.006401936
6.048000032,0.006359818,,0,0.006359818
6.049000016,0.0063177,,0,0.0063177
6.05,0.006275582,,0,0.006275582
6.051000024,0.006233464,,0,0.006233464
6.052000008,0.006191346,,0,0.006191346
6.053000032,0.006149228,,0,0.006149228
6.054000016,0.00610711,,0,0.00610711
6.055,0.006064992,,0,0.006064992
6.056000024,0.006022874,,0,0.006022874
6.057000008,0.005980756,,0,0.005980756
6.057999992,0.005938638,,0,0.005938638
6.059000016,0.00589652,,0,0.00589652
6.06,0.005854402,,0,0.005854402
6.061000024,0.005812284,,0,0.005812284
6.062000008,0.005770166,,0,0.005770166
6.063000032,0.005728048,,0,0.005728048
6.064000016,0.00568593,,0,0.00568593
6.065,0.005643812,,0,0.005643812
6.066000024,0.005601694,,0,0.005601694
6.067000008,0.005559576,,0,0.005559576
6.068000032,0.005517458,,0,0.005517458
6.069000016,0.00547534,,0,0.00547534
6.07,0.005433222,,0,0.005433222
6.071000024,0.005391104,,0,0.005391104
6.072000008,0.005348986,,0,0.005348986
6.073000032,0.005306868,,0,0.005306868
6.074000016,0.00526475,,0,0.00526475
6.075,0.005222632,,0,0.005222632
6.076000024,0.005180514,,0,0.005180514
6.077000008,0.005138396,,0,0.005138396
6.078000032,0.005096278,,0,0.005096278
6.079000016,0.00505416,,0,0.00505416
6.08,0.005012042,,0,0.005012042
6.081000024,0.004969924,,0,0.004969924
6.082000008,0.004927806,,0,0.004927806
6.083000032,0.004885688,,0,0.004885688
6.084000016,0.00484357,,0,0.00484357
6.085,0.004801452,,0,0.004801452
6.086000024,0.004759334,,0,0.004759334
6.087000008,0.004717216,,0,0.004717216
6.087999992,0.004675098,,0,0.004675098
6.089000016,0.00463298,,0,0.00463298
6.09,0.004590862,,0,0.004590862
6.091000024,0.004548744,,0,0.004548744
6.092000008,0.004506626,,0,0.004506626
6.093000032,0.004464508,,0,0.004464508
6.094000016,0.00442239,,0,0.00442239
6.095,0.004380272,,0,0.004380272
6.096000024,0.004338154,,0,0.004338154
6.097000008,0.004296036,,0,0.004296036
6.098000032,0.004253918,,0,0.004253918
6.099000016,0.0042118,,0,0.0042118
6.1,0.004169682,,0,0.004169682
6.101000024,0.004127564,,0,0.004127564
6.102000008,0.004085446,,0,0.004085446
6.103000032,0.004043328,,0,0.004043328
6.104000016,0.00400121,,0,0.00400121
6.105,0.003959092,,0,0.003959092
6.106000024,0.003916974,,0,0.003916974
6.107000008,0.003874856,,0,0.003874856
6.108000032,0.003832738,,0,0.003832738
6.109000016,0.00379062,,0,0.00379062
6.11,0.003748502,,0,0.003748502
6.111000024,0.003706384,,0,0.003706384
6.112000008,0.003664266,,0,0.003664266
6.113000032,0.003622148,,0,0.003622148
6.114000016,0.00358003,,0,0.00358003
6.115,0.003537912,,0,0.003537912
6.116000024,0.003495794,,0,0.003495794
6.117000008,0.003453676,,0,0.003453676
6.118000032,0.003411558,,0,0.003411558
6.119000016,0.00336944,,0,0.00336944
6.12,0.003327322,,0,0.003327322
6.121000024,0.003285204,,0,0.003285204
6.122000008,0.003243086,,0,0.003243086
6.123000032,0.003200968,,0,0.003200968
6.124000016,0.00315885,,0,0.00315885
6.125,0.003116732,,0,0.003116732
6.126000024,0.003074614,,0,0.003074614
6.127000008,0.003032496,,0,0.003032496
6.128000032,0.002990378,,0,0.002990378
6.129000016,0.00294826,,0,0.00294826
6.13,0.002906142,,0,0.002906142
6.131000024,0.002864024,,0,0.002864024
6.132000008,0.002821906,,0,0.002821906
6.133000032,0.002779788,,0,0.002779788
6.134000016,0.00273767,,0,0.00273767
6.135,0.002695552,,0,0.002695552
6.136000024,0.002653434,,0,0.002653434
6.137000008,0.002611316,,0,0.002611316
6.138000032,0.002569198,,0,0.002569198
6.139000016,0.00252708,,0,0.00252708
6.14,0.002484962,,0,0.002484962
6.141000024,0.002442844,,0,0.002442844
6.142000008,0.002400726,,0,0.002400726
6.143000032,0.002358608,,0,0.002358608
6.144000016,0.00231649,,0,0.00231649
6.145,0.002274372,,0,0.002274372
6.146000024,0.002232254,,0,0.002232254
6.147000008,0.002190136,,0,0.002190136
6.148000032,0.002148018,,0,0.002148018
6.149000016,0.0021059,,0,0.0021059
6.15,0.002063782,,0,0.002063782
6.151000024,0.002021664,,0,0.002021664
6.152000008,0.001979546,,0,0.001979546
6.153000032,0.001937428,,0,0.001937428
6.154000016,0.00189531,,0,0.00189531
6.155,0.001853192,,0,0.001853192
6.156000024,0.001811074,,0,0.001811074
6.157000008,0.001768956,,0,0.001768956
6.158000032,0.001726838,,0,0.001726838
6.159000016,0.00168472,,0,0.00168472
6.16,0.001642602,,0,0.001642602
6.161000024,0.001600484,,0,0.001600484
6.162000008,0.001558366,,0,0.001558366
6.163000032,0.001516248,,0,0.001516248
6.164000016,0.00147413,,0,0.00147413
6.165,0.001432012,,0,0.001432012
6.166000024,0.001389894,,0,0.001389894
6.167000008,0.001347776,,0,0.001347776
6.168000032,0.001305658,,0,0.001305658
6.169000016,0.00126354,,0,0.00126354
6.17,0.001221422,,0,0.001221422
6.171000024,0.001179304,,0,0.001179304
6.172000008,0.001137186,,0,0.001137186
6.173000032,0.001095068,,0,0.001095068
6.174000016,0.00105295,,0,0.00105295
6.175,0.001011253,,0,0.001011253
6.176000024,0.000970399,,0,0.000970399
6.177000008,0.000930387,,0,0.000930387
6.178000032,0.000891217,,0,0.000891217
6.179000016,0.000852889,,0,0.000852889
6.18,0.000815404,,0,0.000815404
6.181000024,0.000778762,,0,0.000778762
6.182000008,0.000742962,,0,0.000742962
6.182999992,0.000708004,,0,0.000708004
6.184000016,0.000673888,,0,0.000673888
6.185,0.000640615,,0,0.000640615
6.186000024,0.000608184,,0,0.000608184
6.187000008,0.000576595,,0,0.000576595
6.188000032,0.000545849,,0,0.000545849
6.189000016,0.000515945,,0,0.000515945
6.19,0.000486884,,0,0.000486884
6.191000024,0.000458665,,0,0.000458665
6.192000008,0.000431288,,0,0.000431288
6.193000032,0.000404754,,0,0.000404754
6.194000016,0.000379062,,0,0.000379062
6.195,0.000354212,,0,0.000354212
6.196000024,0.000330205,,0,0.000330205
6.197000008,0.00030704,,0,0.00030704
6.198000032,0.000284718,,0,0.000284718
6.199000016,0.000263237,,0,0.000263237
6.2,0.0002426,,0,0.0002426
6.201000024,0.000222804,,0,0.000222804
6.202000008,0.000203851,,0,0.000203851
6.203000032,0.00018574,,0,0.00018574
6.204000016,0.000168472,,0,0.000168472
6.205,0.000152046,,0,0.000152046
6.206000024,0.000136462,,0,0.000136462
6.207000008,0.000121721,,0,0.000121721
6.208000032,0.000107822,,0,0.000107822
6.209000016,9.48E-05,,0,9.48E-05
6.21,8.26E-05,,0,8.26E-05
6.211000024,7.12E-05,,0,7.12E-05
6.212000008,6.06E-05,,0,6.06E-05
6.212999992,5.10E-05,,0,5.10E-05
6.214000016,4.21E-05,,0,4.21E-05
6.215,3.41E-05,,0,3.41E-05
6.216000024,2.70E-05,,0,2.70E-05
6.217000008,2.06E-05,,0,2.06E-05
6.218000032,1.52E-05,,0,1.52E-05
6.219000016,1.05E-05,,0,1.05E-05
6.22,6.74E-06,,0,6.74E-06
6.221000024,3.79E-06,,0,3.79E-06
6.222000008,1.68E-06,,0,1.68E-06
6.223000032,4.21E-07,,0,4.21E-07
6.224000016,0,,0,0
6.225,4.21E-07,,0,4.21E-07
6.226000024,1.68E-06,,0,1.68E-06
6.227000008,3.79E-06,,0,3.79E-06
6.228000032,6.74E-06,,0,6.74E-06
6.229000016,1.05E-05,,0,1.05E-05
6.23,1.52E-05,,0,1.52E-05
6.231000024,2.06E-05,,0,2.06E-05
6.232000008,2.70E-05,,0,2.70E-05
6.233000032,3.41E-05,,0,3.41E-05
6.234000016,4.21E-05,,0,4.21E-05
6.235,5.10E-05,,0,5.10E-05
6.236000024,6.06E-05,,0,6.06E-05
6.237000008,7.12E-05,,0,7.12E-05
6.238000032,8.26E-05,,0,8.26E-05
6.239000016,9.48E-05,,0,9.48E-05
6.24,0.000107822,,0,0.000107822
6.241000024,0.000121721,,0,0.000121721
6.242000008,0.000136462,,0,0.000136462
6.243000032,0.000152046,,0,0.000152046
6.244000016,0.000168472,,0,0.000168472
6.245,0.00018574,,0,0.00018574
6.246000024,0.000203851,,0,0.000203851
6.247000008,0.000222804,,0,0.000222804
6.248000032,0.0002426,,0,0.0002426
6.249000016,0.000263237,,0,0.000263237
6.25,0.000284718,,0,0.000284718
6.251000024,0.00030704,,0,0.00030704
6.252000008,0.000330205,,0,0.000330205
6.253000032,0.000354212,,0,0.000354212
6.254000016,0.000379062,,0,0.000379062
6.255,0.000404754,,0,0.000404754
6.256000024,0.000431288,,0,0.000431288
6.257000008,0.000458665,,0,0.000458665
6.258000032,0.000486884,,0,0.000486884
6.259000016,0.000515945,,0,0.000515945
6.26,0.000545849,,0,0.000545849
6.261000024,0.000576595,,0,0.000576595
6.262000008,0.000608184,,0,0.000608184
6.263000032,0.000640615,,0,0.000640615
6.264000016,0.000673888,,0,0.000673888
6.265,0.000708004,,0,0.000708004
6.266000024,0.000742962,,0,0.000742962
6.267000008,0.000778762,,0,0.000778762
6.268000032,0.000815404,,0,0.000815404
6.269000016,0.000852889,,0,0.000852889
6.27,0.000891217,,0,0.000891217
6.271000024,0.000930387,,0,0.000930387
6.272000008,0.000970399,,0,0.000970399
6.273000032,0.001011253,,0,0.001011253
6.274000016,0.00105295,,0,0.00105295
6.275,0.001095068,,0,0.001095068
6.276000024,0.001137186,,0,0.001137186
6.277000008,0.001179304,,0,0.001179304
6.278000032,0.001221422,,0,0.001221422
6.279000016,0.00126354,,0,0.00126354
6.28,0.001305658,,0,0.001305658
6.281000024,0.001347776,,0,0.001347776
6.282000008,0.001389894,,0,0.001389894
6.283000032,0.001432012,,0,0.001432012
6.284000016,0.00147413,,0,0.00147413
6.285,0.001516248,,0,0.001516248
6.286000024,0.001558366,,0,0.001558366
6.287000008,0.001600484,,0,0.001600484
6.288000032,0.001642602,,0,0.001642602
6.289000016,0.00168472,,0,0.00168472
6.29,0.001726838,,0,0.001726838
6.291000024,0.001768956,,0,0.001768956
6.292000008,0.001811074,,0,0.001811074
6.293000032,0.001853192,,0,0.001853192
6.294000016,0.00189531,,0,0.00189531
6.295,0.001937428,,0,0.001937428
6.296000024,0.001979546,,0,0.001979546
6.297000008,0.002021664,,0,0.002021664
6.298000032,0.002063782,,0,0.002063782
6.299000016,0.0021059,,0,0.0021059
6.3,0.002148018,,0,0.002148018
6.301000024,0.002190136,,0,0.002190136
6.302000008,0.002232254,,0,0.002232254
6.303000032,0.002274372,,0,0.002274372
6.304000016,0.00231649,,0,0.00231649
6.305,0.002358608,,0,0.002358608
6.306000024,0.002400726,,0,0.002400726
6.307000008,0.002442844,,0,0.002442844
6.307999992,0.002484962,,0,0.002484962
6.309000016,0.00252708,,0,0.00252708
6.31,0.002569198,,0,0.002569198
6.311000024,0.002611316,,0,0.002611316
6.312000008,0.002653434,,0,0.002653434
6.313000032,0.002695552,,0,0.002695552
6.314000016,0.00273767,,0,0.00273767
